SuperBuiltUp Area,Area,Carpet Area,Price,FloorNumber,Parking,Furnishing,Location,Flooring,Bathrooms,Bedrooms,Balconies,Property
,680,,56,5,1,,Kalwa,Marble,3,2,0,Residential Apartment
,1123,,200,6,2,Furnished,kurla (west),Vitrified,2,2,2,Residential Apartment
,2900,2820,2300,30,3,,Napean Sea Road,,4,3,1,Residential Apartment
825,815,600,18.5,3,1,,Boisar,Ceramic,2,2,1,Residential Apartment
,850,503,40,3,,Unfurnished,Virar West,Vitrified,2,2,0,Residential Apartment
,3430,,750,17,1,Furnished,Sector-4 Nerul,Marble,4,4,1,Residential Apartment
1660,,1260,135,9,4,,Goregaon (East),Others,3,3,1,Residential Apartment
1400,,,825,7,2,,Prabhadevi,Marble,2,2,0,Residential Apartment
,3050,,600,9,1,Unfurnished,Palm Beach,Vitrified,5,5,3,Residential Apartment
,550,,,1,,Unfurnished,Dombivli (East),,1,1,,Independent House/Villa
640,,380,74,7,,Unfurnished,Hanuman Nagar,,2,1,0,Residential Apartment
550,,,86,5,,,Navagaon,Marble,2,1,0,Residential Apartment
1160,1000,700,185,10,1,Unfurnished,Vikhroli (West),Vitrified,2,2,0,Residential Apartment
,1050,724,124,23,2,Unfurnished,kavesar,Ceramic,2,2,1,Residential Apartment
850,,,55,4,,,Sector 21 Kamothe,,2,2,2,Residential Apartment
693,,495,37,7,1,Semifurnished,Dombivli (East),,1,1,1,Residential Apartment
500,460,380,78,1,1,,LBS Marg,,1,1,1,Residential Apartment
700,,,17,1,1,Unfurnished,Palghar,,2,2,1,Residential Apartment
1100,1000,700,160,10,1,Unfurnished,Powai,Marble,2,2,0,Residential Apartment
1050,,,92,5,1,Unfurnished,Sector 19 Kharghar,Vitrified,2,2,3,Residential Apartment
675,,445,45,4,1,,Sector 17 Ulwe,Vitrified,1,1,3,Residential Apartment
950,850,,83,8,1,Semifurnished,Ghodbunder Road,Ceramic,2,2,0,Residential Apartment
,345,280,36.5,2,1,,Sector-5 Sanpada,Vitrified,1,1,1,Independent/Builder Floor
720,,,26.64,1,1,Semifurnished,Palghar,Vitrified,2,2,2,Residential Apartment
,,423,95,6,1,Semifurnished,Cama Industrial Estate,Vitrified,2,1,0,Residential Apartment
560,,,35,1,,Semifurnished,Naigaon (West),Marble,2,1,0,Residential Apartment
,,753,270,7,1,,Vile Parle (East),Vitrified,2,2,1,Residential Apartment
1900,,1500,950,9,2,Furnished,Jacob Circle,Marble,4,3,1,Residential Apartment
375,350,325,38,4,1,Furnished,Kalwa,,1,1,0,Residential Apartment
1333,,825,95,10,1,Unfurnished,Sector 21 Ulwe,Vitrified,2,2,3,Residential Apartment
,750,,65,1,1,Unfurnished,Bhayander (East),,1,2,1,Residential Apartment
,525,,29,2,,,Dombivli (East),,1,1,1,Residential Apartment
,465,,18,4,1,,Shirgaon,,1,1,2,Residential Apartment
954,950,650,108,8,1,Semifurnished,Majiwada,Vitrified,2,2,2,Residential Apartment
1225,1216,735,190,11,1,Semifurnished,Bhandup (West),Marble,2,2,1,Residential Apartment
476,310,289,12.84,,1,Unfurnished,Palghar,Vitrified,1,1,0,Residential Apartment
1385,,,115,2,1,Unfurnished,Sector 10 Kharghar,Vitrified,2,2,2,Residential Apartment
1750,1700,1177,235,3,2,Unfurnished,Lokhandwala township,Vitrified,3,3,3,Residential Apartment
650,600,423,53,3,1,Unfurnished,Khandeshwar,Vitrified,1,1,3,Residential Apartment
,700,,250,3,,Furnished,Rly Colony,,1,2,,Residential Apartment
622,,,32,1,1,Unfurnished,New Panvel,,1,1,2,Residential Apartment
,600,,80,6,,,Uthalsar,,1,1,0,Residential Apartment
630,,360,28.5,7,1,Semifurnished,Virar West,Vitrified,1,1,3,Residential Apartment
,325,,16,1,,,Virar East,,1,1,0,Independent/Builder Floor
,446,310,16.5,,1,,Kharvai,Vitrified,1,1,0,Residential Apartment
,660,,51,4,1,Furnished,Chikan Ghar,,1,1,0,Residential Apartment
1815,,1127,295,11,1,Unfurnished,Malad (West),Vitrified,3,3,1,Residential Apartment
1092,1090,763,112,14,1,Unfurnished,Sector 19 Kharghar,Vitrified,2,2,3,Residential Apartment
,,1700,1600,,2,,Breach Candy,Marble,3,3,1,Residential Apartment
,830,,56,1,1,Semifurnished,Khadakpada,Vitrified,2,2,1,Residential Apartment
1125,,700,80,8,1,Unfurnished,Sector 21 Ulwe,Vitrified,2,2,3,Residential Apartment
1040,990,663,177,32,1,Unfurnished,Mulund (West),Vitrified,2,2,1,Residential Apartment
3760,,,1161,2,3,Furnished,Chandivali,Marble,5,4,3,Residential Apartment
1188,950,713,170,15,,,Malad (West),Vitrified,2,2,1,Residential Apartment
990,845,600,53,12,1,Unfurnished,Dombivli (East),,2,2,3,Residential Apartment
840,700,650,120,4,1,Unfurnished,Malad (East),Vitrified,2,2,0,Residential Apartment
,580,,34,1,,,Bhayander (West),,1,1,3,Residential Apartment
,570,,35,3,,Furnished,Virar East,,1,1,0,Residential Apartment
1405,,900,240,10,1,Unfurnished,Malad (West),Vitrified,3,2,3,Residential Apartment
1100,1050,768,350,,2,Furnished,Chandrakant Dhuru Wadi,Vitrified,2,2,0,Residential Apartment
705,,421,29.8,6,1,Semifurnished,j,Vitrified,2,2,3,Residential Apartment
,590,,38,1,1,,Vasai West,,1,1,1,Independent/Builder Floor
,1025,,145,5,1,Unfurnished,Sector-6 Kharghar,Vitrified,2,2,1,Residential Apartment
985,,,214,13,2,Unfurnished,Powai,Vitrified,2,2,1,Residential Apartment
1200,,,75,5,1,,Sector 19 Kharghar,,2,2,2,Residential Apartment
665,,480,180,4,1,Semifurnished,Parel,Marble,2,1,0,Residential Apartment
1300,1200,950,146,1,1,Semifurnished,Sector-19 Airoli,,1,2,1,Residential Apartment
,,618,139,14,1,Unfurnished,Jankalyan Nagar,,2,2,0,Residential Apartment
,1185,,315,15,1,Semifurnished,Andheri (West),Vitrified,2,3,3,Residential Apartment
2200,2190,1350,1100,3,2,,Peddar Road,Vitrified,2,3,2,Residential Apartment
1452,1400,927,240,10,1,Unfurnished,Andheri (East),Vitrified,3,3,0,Residential Apartment
,,473,65.6,9,1,Unfurnished,Hiranandani Estate,Vitrified,2,1,1,Residential Apartment
950,835,695,175,12,1,Unfurnished,HMPL Surya Nagar,Granite,2,2,1,Residential Apartment
650,,,49.5,6,1,Semifurnished,Mira Road East,Vitrified,2,1,2,Residential Apartment
,550,450,40,5,,,Kharghar,,1,1,1,Residential Apartment
1100,,620,120,11,1,Unfurnished,Kharghar,,2,2,1,Residential Apartment
,1280,,180,6,1,,Anita Nagar,,3,3,0,Residential Apartment
520,410,320,54,8,1,Semifurnished,Kandivali (West),Vitrified,1,1,0,Residential Apartment
,965,,55,4,,,Ulhasnagar,,2,2,1,Residential Apartment
3600,3300,2000,625,3,2,Semifurnished,Chembur,Marble,4,5,0,Residential Apartment
1260,,,185,9,1,Unfurnished,Nerul,Vitrified,2,2,3,Residential Apartment
1280,,,135,6,1,Unfurnished,Sector-28 Nerul,Vitrified,2,2,3,Residential Apartment
700,650,550,67,1,1,Unfurnished,Sector-17 Airoli,,1,2,0,Residential Apartment
,630,,88,10,1,Unfurnished,Hiranandani Estate,Ceramic,1,1,1,Residential Apartment
560,,,40,2,,,Gandhar Nagar,Vitrified,1,1,0,Residential Apartment
595,445,362,27,3,1,Semifurnished,Virar West,Vitrified,1,1,1,Residential Apartment
1200,,800,110,3,1,,Vashi,Mosaic,2,3,0,Residential Apartment
4000,,2600,2200,14,3,Furnished,Agripada,Marble,6,4,1,Residential Apartment
,1000,980,500,,,,Colaba,,3,2,1,Residential Apartment
1360,1260,1060,132,7,1,Unfurnished,Sector 19 Kharghar,Vitrified,2,2,2,Residential Apartment
,1200,,65,2,1,Unfurnished,Kashimira,,2,2,2,Residential Apartment
,955,651,32,6,1,Unfurnished,Badlapur,Granite,2,2,3,Residential Apartment
900,850,600,56,4,,Unfurnished,Sector 21 Kamothe,Spartex,2,2,0,Residential Apartment
699,,450,50,5,1,Unfurnished,Sector 17 Ulwe,Vitrified,1,1,3,Residential Apartment
1545,1445,935,243,16,1,Unfurnished,Ghatkopar (East),Vitrified,3,3,0,Residential Apartment
,635,,58,4,,Unfurnished,Sector-3 Ghansoli,Ceramic,1,1,1,Residential Apartment
1045,,,106,3,,Unfurnished,Sector 28 Vashi,Vitrified,2,2,3,Residential Apartment
617.36,535,473.26,150,4,1,Furnished,Versova,Mosaic,1,2,0,Residential Apartment
1449,,877,499,37,1,,Worli,,2,2,1,Residential Apartment
4500,3415,,2700,,,,Tardeo,,6,4,1,Residential Apartment
,,410,110,7,1,Unfurnished,Andheri (East),Vitrified,2,1,2,Residential Apartment
,640,,35,3,,,New Panvel,,1,1,1,Independent/Builder Floor
,450,400,44.99,2,,Furnished,a,Vitrified,2,1,1,Independent House/Villa
990,845,600,53,12,1,Unfurnished,Dombivli (East),Vitrified,2,2,3,Residential Apartment
,650,648,40,2,,Unfurnished,Shiv Ganga Nagar,Mosaic,1,2,1,Residential Apartment
1085,1000,655,155,14,1,Unfurnished,Vikhroli (West),Vitrified,2,2,0,Residential Apartment
705,,,36,12,20,Unfurnished,Titwala,,2,1,2,Residential Apartment
1250,,850,390,4,2,,Byculla East,,2,2,1,Residential Apartment
650,535,430,130,3,1,Furnished,Andheri (West),Spartex,1,1,0,Residential Apartment
,,2700,95,2,1,Unfurnished,Khalapur,Marble,3,3,2,Independent House/Villa
,592,,40,1,1,Semifurnished,Panvel,Vitrified,1,1,2,Residential Apartment
1101,1100,687,108,3,1,Semifurnished,Manpada,Vitrified,2,2,2,Residential Apartment
800,725,600,125,7,1,,I C Colony,Marble,2,2,0,Residential Apartment
,620,510,23,3,1,,Nalasopara (West),,1,1,3,Residential Apartment
1250,1200,900,185,1,1,Semifurnished,Vasant Vihar,Marble,3,3,1,Residential Apartment
585,,,88,8,1,Unfurnished,Kasar vadavali,Vitrified,2,2,3,Residential Apartment
1160,1065,,34,2,,Unfurnished,Badlapur,,2,2,3,Residential Apartment
1150,1050,850,160,7,1,Unfurnished,Sector-16 Sanpada,Marble,2,2,1,Residential Apartment
991,990,700,165,8,1,Semifurnished,Bhandup (West),Vitrified,2,2,0,Residential Apartment
694,,426,70,7,,,Kandivali (West),,2,1,0,Residential Apartment
,495,430,27,2,1,,Sagarli,,1,1,0,Residential Apartment
1450,1400,932,230,15,1,Semifurnished,Goregaon (East),Vitrified,3,3,1,Residential Apartment
,965,627,57.9,2,1,Unfurnished,Sector 17 Ulwe,Vitrified,1,1,2,Residential Apartment
530,,,55,2,,Unfurnished,Diva Gaothan,Vinyl,1,1,0,Residential Apartment
,300,280,45,1,1,Unfurnished,Sector-4 Airoli,,2,1,1,Independent House/Villa
,1255,,176,11,1,,Lokhandwala township,,3,3,1,Residential Apartment
757,,,113,10,1,Unfurnished,Kasar vadavali,Vitrified,2,2,3,Residential Apartment
910,900,,180,11,1,Unfurnished,Raheja Vihar,Vitrified,2,2,0,Residential Apartment
,3600,,850,15,2,Furnished,Hiranandani Meadows,Marble,6,6,3,Residential Apartment
864,,,129,5,1,Unfurnished,Kasar vadavali,Vitrified,3,3,3,Residential Apartment
963,962,616,76.8,2,1,Semifurnished,Ghodbunder Road,Vitrified,2,2,2,Residential Apartment
,1050,,98,5,1,Unfurnished,Sector 10 Kharghar,Vitrified,2,2,1,Residential Apartment
1100,,800,135,4,1,,Marol,Vitrified,2,2,0,Residential Apartment
,500,,23,4,,Unfurnished,Virar East,Vitrified,1,1,2,Independent/Builder Floor
542,489,363,12.5,2,,Unfurnished,d,,1,1,0,Residential Apartment
470,,,64,7,1,Unfurnished,Kasar vadavali,Vitrified,1,1,2,Residential Apartment
1260,1249,807,125,11,1,Semifurnished,Majiwada,Marble,2,2,0,Residential Apartment
480,350,300,85,7,,,Dahisar (East),Marble,1,1,0,Residential Apartment
,650,500,50,2,1,Furnished,Bhabola,Ceramic,2,2,0,Residential Apartment
,1080,,150,,,Unfurnished,Sector-4 Nerul,,2,3,0,Residential Apartment
,1050,760,175,3,,,Ghatkopar West,,1,2,0,Residential Apartment
,4200,,3300,8,,Semifurnished,Walkeshwar,,6,4,3,Residential Apartment
1150,,,195,10,1,,Sector-18 Sanpada,,2,2,1,Residential Apartment
590,,,27,4,1,Unfurnished,Morya Nagar,,1,1,2,Residential Apartment
1082,1000,648,119,15,1,Unfurnished,Vikhroli (West),Vitrified,2,2,0,Residential Apartment
1300,1100,900,150,3,1,Unfurnished,Sector 14 Vashi,Mosaic,2,3,0,Residential Apartment
1480,,,160,6,1,Unfurnished,Sector 36 Kharghar,Vitrified,3,3,3,Residential Apartment
,1154,,210,4,,,Vakola,,2,2,1,Residential Apartment
1050,,,129,10,1,Unfurnished,Sector-50 Seawoods,Vitrified,2,2,3,Residential Apartment
1923,1900,,250,10,1,Semifurnished,Sector 30A Vashi,Others,3,3,3,Residential Apartment
,585,,57,4,1,Semifurnished,Brahmand,Vitrified,1,1,0,Residential Apartment
,500,,65,4,1,Unfurnished,Sector-8 Kharghar,Vitrified,1,1,1,Residential Apartment
1000,,,42,3,1,Unfurnished,Panvel,,2,2,1,Residential Apartment
,630,600,30,,1,Unfurnished,Takka Colony,,1,1,1,Residential Apartment
1400,1200,880,350,2,1,Furnished,Hiranandani Gardens - Powai,,2,2,0,Residential Apartment
,870,,70,4,1,,thakurli,,2,2,1,Residential Apartment
,1450,985,300,14,1,Furnished,Andheri (East),Marble,2,3,2,Residential Apartment
,,335,14.5,3,,,Gaothan,Vitrified,1,1,0,Residential Apartment
,465,,22,4,1,Unfurnished,Navade,,1,1,0,Other
999,,,67.91,7,,Unfurnished,Mira Road,Vitrified,2,2,1,Residential Apartment
,670,435,40.2,4,1,Unfurnished,Ulwe,Vitrified,1,1,2,Residential Apartment
,485,,15,3,,Unfurnished,"d,  khatawali",Vitrified,1,1,1,Residential Apartment
1060,,,230,3,1,Semifurnished,Kandivali (East),,3,3,0,Residential Apartment
,,2315,1799,18,1,,Worli,,4,4,1,Residential Apartment
,455,,16,2,1,,Belavali,,1,1,2,Residential Apartment
,525,500,315,1,1,,Peddar Road,Marble,1,1,1,Residential Apartment
,1000,800,160,2,1,,Panch Pakhadi,Marble,2,2,2,Residential Apartment
676,675,441,49.8,3,1,Semifurnished,Thane West,Vitrified,2,1,1,Residential Apartment
3025,2700,1890,710,12,2,Semifurnished,Oshiwara,Marble,5,4,1,Residential Apartment
1180,1105,,165,18,1,Furnished,Sector-10A Airoli,Vitrified,2,2,3,Residential Apartment
970,845,631,53,2,1,Unfurnished,Shilphata,Vitrified,2,2,3,Residential Apartment
,1400,900,600,4,2,Semifurnished,Bandra (West),Marble,2,3,0,Residential Apartment
825,,495,32.18,5,,Semifurnished,Virar West,Vitrified,2,2,3,Residential Apartment
1170,,,78,12,1,Furnished,Sector 35I Kharghar,Vitrified,2,2,2,Residential Apartment
,480,,70,2,1,,Pimpripada,Mosaic,1,1,0,Residential Apartment
610,,,54,6,1,Unfurnished,Kharghar,Vitrified,1,1,1,Residential Apartment
1060,,,77,7,,,Kamothe,,2,2,3,Residential Apartment
700,,,25.9,1,1,Unfurnished,Khopoli,Vitrified,2,1,1,Residential Apartment
973,515,400,36,3,1,Semifurnished,Virar West,Vitrified,1,1,0,Residential Apartment
690,,,50.7,8,1,Unfurnished,Mira Road East,Vitrified,2,1,2,Residential Apartment
,755,,38,6,,,Ulhasnagar,,2,2,0,Residential Apartment
1148,1000,691,173,12,1,Unfurnished,Ghatkopar (East),Vitrified,2,2,0,Residential Apartment
1630,1420,1056,299,25,2,Unfurnished,Mulund (West),Vitrified,3,3,1,Residential Apartment
1815,1550,,360,11,2,Semifurnished,Sector-28 Nerul,Others,3,3,3,Residential Apartment
,,1900,950,3,2,Unfurnished,Vile Parle (West),,4,4,0,Residential Apartment
1520,1450,1256,240,6,1,Semifurnished,Sector-8A Airoli,,3,3,3,Residential Apartment
3230,,1956,765,34,4,Unfurnished,Goregaon (East),Marble,5,4,0,Residential Apartment
625,568,405,55,6,,Unfurnished,Sector-8A Airoli,Vitrified,1,1,3,Residential Apartment
450,,,22,1,,,Phoolpada Road,,1,1,0,Residential Apartment
665,610,402,72,2,,Unfurnished,Sector-8A Airoli,Vitrified,1,1,3,Residential Apartment
645,,,33,2,2,Unfurnished,New Panvel,Vitrified,1,1,1,Residential Apartment
1100,1050,710,155,14,1,,Sector-19 Airoli,,2,2,3,Residential Apartment
650,,,33,4,1,,Navade,Vitrified,1,1,1,Residential Apartment
950,876,679,95,2,1,Unfurnished,Diva Gaothan,Vitrified,2,2,0,Residential Apartment
625,,,20.5,4,1,,Khatiwali,,2,1,2,Residential Apartment
,,695,99.22,9,1,Unfurnished,Hiranandani Estate,Vitrified,2,2,1,Residential Apartment
,365,295,40,,1,Semifurnished,Thane West,Vitrified,1,1,0,Residential Apartment
925,800,680,120,1,1,,Bhayander (West),Vitrified,2,2,0,Residential Apartment
957,956,810,450,9,1,Semifurnished,Cuffe Parade,Marble,2,2,1,Residential Apartment
600,,,28,3,1,Unfurnished,Nere,,1,1,1,Residential Apartment
1100,1000,732,150,26,1,Unfurnished,Kandivali (West),Vitrified,2,2,0,Residential Apartment
1072,1000,650,175,14,1,Unfurnished,HMPL Surya Nagar,Vitrified,2,2,0,Residential Apartment
850,840,650,360,1,1,,Nepeansee Road,Vitrified,2,2,2,Residential Apartment
,,1710,1280,22,1,,Worli,,3,3,1,Residential Apartment
910,,850,68,6,1,Semifurnished,Ghodbunder Road,Vitrified,2,2,3,Residential Apartment
650,,,60,2,1,Semifurnished,Sector 18 Kamothe,Vitrified,1,1,2,Residential Apartment
,982,,59,11,,,Kalyan (West),,2,2,2,Residential Apartment
,1450,,79,5,,,Mira Bhayandar,Vitrified,3,4,0,Residential Apartment
1150,,,145,5,,Semifurnished,Malad (West),,3,3,0,Residential Apartment
640,,,51,3,1,Furnished,Sector 20 Kamothe,Vitrified,1,1,2,Residential Apartment
,487,416,34.32,5,2,,Virar,Vitrified,2,1,2,Residential Apartment
,400,,87,3,,,Borivali (East),Granite,1,1,0,Residential Apartment
1007,900,603,110,12,1,Unfurnished,Vikhroli (West),Vitrified,2,2,0,Residential Apartment
1120,1100,,167,7,1,,Lokhandwala township,Vitrified,2,2,3,Residential Apartment
,1830,,250,8,1,,Lokhandwala township,,3,3,2,Residential Apartment
890,,,53.5,5,,Unfurnished,Hatkesh Udhog Nagar,Vitrified,2,2,2,Residential Apartment
,550,436,112,6,1,Unfurnished,g Colony,,2,1,0,Residential Apartment
1400,1000,890,225,8,1,Unfurnished,Goregaon (West),Vitrified,3,3,0,Residential Apartment
,,795,399,1,1,Unfurnished,Bandra Kurla Complex,Marble,2,2,0,Residential Apartment
,540,,22,5,,,Mahatma Phule Nagar,,1,1,0,Residential Apartment
797,750,503,127,6,1,Semifurnished,Andheri (East),Marble,1,2,0,Residential Apartment
1014,,,210,9,1,Furnished,Antop Hill,Vitrified,2,2,0,Residential Apartment
,875,,140,5,1,,Sector 19A Nerul,Vitrified,2,2,1,Residential Apartment
,750,,45,5,1,,"lakeshore greens, palava",,1,1,1,Residential Apartment
1100,900,800,139,5,1,,Sector 14 Vashi,Vitrified,2,2,1,Residential Apartment
,,500,220,,,,Worli,,1,1,,Independent House/Villa
,1960,1350,295,24,2,Unfurnished,Manpada,Ceramic,3,4,2,Residential Apartment
1020,850,617,241,19,1,Unfurnished,Jankalyan Nagar,Vitrified,2,2,1,Residential Apartment
595,500,499,55,3,,,Sector-27 Nerul,Others,1,1,0,Residential Apartment
1800,,,645,15,1,Unfurnished,Sector-58 Seawoods,Vitrified,3,3,3,Residential Apartment
,,765,103,6,1,Unfurnished,Hiranandani Estate,Vitrified,2,2,1,Residential Apartment
980,,750,185,4,1,Furnished,Marol,Marble,2,2,0,Residential Apartment
1125,,,77.5,5,1,Unfurnished,Sector-9 Ulwe,Vitrified,2,2,3,Residential Apartment
,,533,21,3,1,,Kalher,Ceramic,1,1,1,Residential Apartment
,625,,62,4,1,Unfurnished,Sector-13 Kharghar,Vitrified,1,1,1,Residential Apartment
1117,1050,698,175,11,1,Unfurnished,Andheri (East),Vitrified,2,2,0,Residential Apartment
900,,604,130,1,1,Unfurnished,Mulund (West),,2,2,0,Residential Apartment
,820,,425,3,1,Unfurnished,Bandra (West),,2,2,0,Residential Apartment
650,,422,43,5,1,Unfurnished,Sector 21 Ulwe,Vitrified,1,1,2,Residential Apartment
1450,,,240,15,1,Furnished,Sector-18 Sanpada,Marble,2,2,3,Residential Apartment
1100,1000,667,180,14,1,Unfurnished,Pant Nagar,Vitrified,2,2,0,Residential Apartment
620,600,400,25,2,,,Nere Village,,1,1,2,Residential Apartment
650,620,400,18,7,,,Badlapur (East),,2,1,2,Residential Apartment
,625,,65,2,,,Airoli,Vitrified,1,1,,Residential Apartment
,1890,,300,11,2,,Hiranandani Estate,,3,3,0,Residential Apartment
1245,,809,90,10,1,Unfurnished,Ulwe,Vitrified,2,2,3,Residential Apartment
1100,1025,,790,7,1,Furnished,Cuffe Parade,,2,2,0,Residential Apartment
695,,,85,2,,Semifurnished,Airoli,Vitrified,1,1,1,Residential Apartment
,2155,,1850,12,2,,Kemps corner,Marble,5,4,3,Residential Apartment
,325,275,8.5,2,1,,Diva,,1,1,0,Residential Apartment
915,,,90,1,1,Unfurnished,Sector-50 Seawoods,Marble,2,2,3,Residential Apartment
,1220,787,160,7,1,Semifurnished,Samata Nagar,Vitrified,2,2,0,Residential Apartment
1100,,,140,5,1,Unfurnished,Seawoods,Marble,2,2,3,Residential Apartment
676,600,476,100,10,2,Semifurnished,Chembur,Vitrified,1,1,0,Residential Apartment
1185,,760,80,6,1,Unfurnished,Ulwe,Vitrified,2,2,3,Residential Apartment
1700,,,104,5,1,Unfurnished,Sector 2 Ulwe,Vitrified,3,3,3,Residential Apartment
,1000,,150,3,,,kurla (west),Vitrified,1,3,0,Residential Apartment
,1150,1080,575,7,1,,Gamdevi,,2,2,2,Residential Apartment
,1400,,250,11,,,Azad Nagar,,2,2,0,Residential Apartment
1060,,690,77,7,1,Unfurnished,Mira Road,Vitrified,2,2,2,Residential Apartment
1300,,,170,8,1,Unfurnished,Sector-50 Seawoods,Marble,2,2,3,Residential Apartment
680,,442,46,2,,Unfurnished,Sector-9 Ulwe,Vitrified,1,1,3,Residential Apartment
,640,,70,3,,,Dombivli (West),Vitrified,1,2,0,Residential Apartment
650,460,388,107,3,,Unfurnished,Siddharth Nagar,Vitrified,2,1,0,Residential Apartment
,,630,150,3,1,Semifurnished,e Nagar,,2,2,0,Residential Apartment
985,950,705,105,2,1,Unfurnished,Sector 7 Airoli,Mosaic,2,2,0,Residential Apartment
1330,1300,764,200,9,1,Semifurnished,Kandivali (East),Vitrified,2,2,1,Residential Apartment
440,,,30,3,1,,Navade,Vitrified,1,1,1,Residential Apartment
600,,,33,6,1,,Navade,Vitrified,1,1,1,Residential Apartment
900,,,41,2,1,Unfurnished,Panvel,,2,2,1,Residential Apartment
,825,537,37,3,1,Unfurnished,Nere,,2,2,1,Residential Apartment
1600,1500,1359,300,37,2,Unfurnished,Kandivali (East),Marble,3,3,0,Residential Apartment
975,845,634,54.5,1,1,Unfurnished,Shilphata,Vitrified,2,2,3,Residential Apartment
,990,,160,7,1,Furnished,Kulupwadi,Vitrified,2,2,1,Residential Apartment
,465,435,19.99,1,1,Unfurnished,Panvel,,1,1,0,Other
,,714,207,7,1,Unfurnished,Andheri (West),,2,2,0,Residential Apartment
474,310,284,48,9,1,Unfurnished,Kandivali (West),Vitrified,1,1,0,Residential Apartment
2000,1935,1354,1275,6,2,Unfurnished,Khar West,Marble,4,4,2,Residential Apartment
,845,,60,6,1,,Sector 21 Kamothe,,2,2,3,Residential Apartment
,750,,170,2,1,,Kandivali (West),,2,2,,Independent/Builder Floor
,350,247,25,6,,,Karanjade,Vitrified,1,1,2,Residential Apartment
400,387,357,30.17,,1,Unfurnished,Akurli,,1,1,0,Other
,,450,200,3,1,,Vile Parle (East),Vitrified,2,1,0,Residential Apartment
680,,,23.5,5,2,Unfurnished,Virar West,Vitrified,2,1,3,Residential Apartment
365,,,20.5,5,1,Semifurnished,Lakshmiben Chedda Nagar,Vitrified,1,1,0,Residential Apartment
910,,,57,5,1,Unfurnished,Sector 2 Ulwe,Vitrified,2,2,2,Residential Apartment
